aggregate_id,aggregation_number,delta_t,sd,n_samples
2487,109,900.0,15.58396964316025,24
2487,109,1200.0,17.70339834615584,23
2487,109,1500.0,22.267303694984296,22
2487,109,1800.0,24.62700981989884,21
2487,109,2100.0,27.947457483249167,20
2487,109,2400.0,30.03572263291884,19
2493,109,300.0,4.313134731773132,4
2493,109,600.0,14.041514533928384,3
2493,109,900.0,24.969763958878687,2
2493,109,1200.0,20.344649288048483,1
2496,59,300.0,13.581206025968024,36
2496,59,600.0,22.397049980579528,35
2496,59,900.0,33.32614448320111,34
2496,59,1200.0,44.034437977325155,33
2496,59,1500.0,56.30573213298587,32
2496,59,1800.0,70.04216549915002,31
2496,59,2100.0,81.7788325411741,30
2496,59,2400.0,92.35307267776713,29
2499,109,300.0,9.52454999386925,18
2499,109,600.0,16.710944012808103,17
2499,109,900.0,24.77731144644186,16
2499,109,1200.0,34.25792743786834,15
2499,109,1500.0,38.07387366362048,14
2499,109,1800.0,42.18094789992371,13
2499,109,2100.0,43.97403574375998,12
2499,109,2400.0,51.54825194367831,11
2502,12,300.0,28.801341671794148,107
2502,12,600.0,54.3533104602972,106
2502,12,900.0,84.96313346134129,105
2502,12,1200.0,112.81069515843669,104
2502,12,1500.0,141.59215826602008,103
2502,12,1800.0,169.31325315094543,102
2502,12,2100.0,197.5578313932868,101
2502,12,2400.0,221.31145960804264,100
2505,59,300.0,13.02415575594695,10
2505,59,600.0,26.05633630276025,9
2505,59,900.0,36.74604012784836,8
2505,59,1200.0,40.00293758398295,7
2505,59,1500.0,42.1776846925544,6
2505,59,1800.0,56.3667510639173,5
2505,59,2100.0,74.85959955937378,4
2505,59,2400.0,106.55229320160464,3
2508,109,300.0,7.961731195199248,17
2508,109,600.0,12.260059897019666,16
2508,109,900.0,17.23038721580698,15
2508,109,1200.0,20.633464619521767,14
2508,109,1500.0,26.086955965514736,13
2508,109,1800.0,30.108830366912283,12
2508,109,2100.0,31.029337621200145,11
2508,109,2400.0,28.874158164764474,10
2511,12,300.0,24.525855920718016,20
2511,12,600.0,57.72979423814106,19
2511,12,900.0,84.22102702985094,18
2511,12,1200.0,96.72278240166749,17
2511,12,1500.0,101.77529312264767,16
2511,12,1800.0,110.50492788262628,15
2511,12,2100.0,125.55479719203923,14
2511,12,2400.0,139.70028623192044,13
2514,59,300.0,11.23634506572532,29
2514,59,600.0,17.168025480598164,28
2514,59,900.0,22.6514758355771,27
2514,59,1200.0,30.562006931327705,26
2514,59,1500.0,35.90062560349815,25
2514,59,1800.0,43.65181431550815,24
2514,59,2100.0,50.40316157763277,23
2514,59,2400.0,59.76222895730778,22
2517,59,300.0,12.468047619709004,11
2517,59,600.0,20.40505983713617,10
2517,59,900.0,30.754341655550572,9
2517,59,1200.0,49.57338296640066,8
2517,59,1500.0,59.269225377924236,7
2517,59,1800.0,65.86908137134824,6
2517,59,2100.0,74.65738111298229,5
2517,59,2400.0,70.92462649576194,4
2523,12,300.0,30.307055498004072,35
2523,12,600.0,67.57054082674978,34
2523,12,900.0,105.76128762392433,33
2523,12,1200.0,161.01691597269635,32
2523,12,1500.0,215.57005270825698,31
2523,12,1800.0,267.73674835121335,30
2523,12,2100.0,326.24413216507185,29
2523,12,2400.0,377.0402148669208,28
2526,59,300.0,7.681895703525222,16
2526,59,600.0,17.73568704889248,15
2526,59,900.0,27.13141298122149,14
2526,59,1200.0,37.49631084129704,13
2526,59,1500.0,50.00766408811836,12
2526,59,1800.0,66.61054328403287,11
2526,59,2100.0,87.8139905816732,10
2526,59,2400.0,107.66301260559817,9
2529,109,300.0,7.774707504271138,59
2529,109,600.0,16.063952647600303,58
2529,109,900.0,23.322232459186512,57
2529,109,1200.0,31.16645300729079,56
2529,109,1500.0,39.94294106853717,55
2529,109,1800.0,49.43509852416925,54
2529,109,2100.0,56.07789550136701,53
2529,109,2400.0,62.636808941036506,52
2532,59,300.0,7.796594168450487,24
2532,59,600.0,17.97882949842195,23
2532,59,900.0,26.873751769078286,22
2532,59,1200.0,36.97545385289281,21
2532,59,1500.0,49.81128883026956,20
2532,59,1800.0,64.25444770438045,19
2532,59,2100.0,81.92309693963824,18
2532,59,2400.0,103.75646845315825,17
2535,12,300.0,26.626520793645224,60
2535,12,600.0,49.15968355028716,59
2535,12,900.0,80.63060184997624,58
2535,12,1200.0,109.57383623565701,57
2535,12,1500.0,135.90066419310244,56
2535,12,1800.0,153.510743934297,55
2535,12,2100.0,166.95670955750336,54
2535,12,2400.0,181.81199141016262,53
2538,59,300.0,12.32855599880895,44
2538,59,600.0,25.65086577063612,43
2538,59,900.0,39.139883076600825,42
2538,59,1200.0,53.782524791395865,41
2538,59,1500.0,65.14736407090894,40
2538,59,1800.0,79.30152003089076,39
2538,59,2100.0,95.43384059812679,38
2538,59,2400.0,110.77007040886922,37
2541,59,300.0,15.035207308229708,12
2541,59,600.0,25.972636199462702,11
2541,59,900.0,33.00940547720433,10
2541,59,1200.0,33.369958845181046,9
2541,59,1500.0,36.15707605365583,8
2541,59,1800.0,55.88612681904049,7
2541,59,2100.0,73.40906142920564,6
2541,59,2400.0,75.86202443192903,5
2544,109,300.0,8.868379742964443,88
2544,109,600.0,18.49743815628399,87
2544,109,900.0,26.986620052352453,86
2544,109,1200.0,36.03180357261881,85
2544,109,1500.0,46.869534044209594,84
2544,109,1800.0,57.63298709072343,83
2544,109,2100.0,68.3878367255023,82
2544,109,2400.0,81.91055864294766,81
2550,59,300.0,12.58025094049723,22
2550,59,600.0,34.06851580519687,21
2550,59,900.0,57.776457227894625,20
2550,59,1200.0,83.59716862340322,19
2550,59,1500.0,111.52716472543624,18
2550,59,1800.0,142.17943690946666,17
2550,59,2100.0,179.7835865211725,16
2550,59,2400.0,223.19358568440668,15
2553,59,300.0,8.635817882255644,9
2553,59,600.0,16.88162199823064,8
2553,59,900.0,24.23552144506466,7
2553,59,1200.0,29.741447737189976,6
2553,59,1500.0,30.461733254650973,5
2553,59,1800.0,37.76486527217131,4
2553,59,2100.0,33.24417105432676,3
2553,59,2400.0,38.81342745895887,2
2556,59,300.0,9.056602069563814,5
2556,59,600.0,18.826579824573763,4
2556,59,900.0,23.719831284678847,3
2556,59,1200.0,31.749210031975714,2
2556,59,1500.0,68.29630685814739,1
2559,109,300.0,9.258432857545074,28
2559,109,600.0,19.6715662651522,27
2559,109,900.0,27.945411413144974,26
2559,109,1200.0,35.60532572710164,25
2559,109,1500.0,43.63685723936377,24
2559,109,1800.0,48.71477929062781,23
2559,109,2100.0,54.96602781346039,22
2559,109,2400.0,59.418621384628125,21
2560,59,300.0,2.9765280796678826,1
2561,12,300.0,25.27625394464116,78
2561,12,600.0,52.24147242157908,77
2561,12,900.0,81.38777550332598,76
2561,12,1200.0,106.40220983066712,75
2561,12,1500.0,128.27720991391743,74
2561,12,1800.0,153.73385770195185,73
2561,12,2100.0,181.51397766291586,72
2561,12,2400.0,212.23729197561286,71
2564,168,300.0,7.862188019465511,7
2564,168,600.0,19.030592494508642,6
2564,168,900.0,34.20823419585339,5
2564,168,1200.0,47.67895995133791,4
2564,168,1500.0,47.07307208831809,3
2564,168,1800.0,46.08103659628314,2
2564,168,2100.0,44.16711138924016,1
2567,12,300.0,22.245703513814107,12
2567,12,600.0,59.35518399090346,11
2567,12,900.0,115.49084751933269,10
2567,12,1200.0,172.74293297612195,9
2567,12,1500.0,232.61349277118896,8
2567,12,1800.0,298.8922555511748,7
2567,12,2100.0,361.70753511988414,6
2567,12,2400.0,389.81304291973277,5
2570,168,300.0,7.489727348719788,46
2570,168,600.0,15.429664091899918,45
2570,168,900.0,23.56140933528439,44
2570,168,1200.0,29.237464318951588,43
2570,168,1500.0,35.16350551695533,42
2570,168,1800.0,39.40629623399912,41
2570,168,2100.0,44.37070374148241,40
2570,168,2400.0,50.06543406107765,39
2573,12,300.0,25.372503267113277,67
2573,12,600.0,59.441740732164874,66
2573,12,900.0,83.98503491609516,65
2573,12,1200.0,96.14291919526514,64
2573,12,1500.0,107.9090363565463,63
2573,12,1800.0,119.46380323157953,62
2573,12,2100.0,134.58622854605937,61
2573,12,2400.0,149.05123058648996,60
2576,12,300.0,18.07983159553622,2
2576,12,600.0,71.76670609836917,1
2579,168,300.0,6.242015991597016,43
2579,168,600.0,13.476355489658932,42
2579,168,900.0,20.286656115910123,41
2579,168,1200.0,25.53615371983535,40
2579,168,1500.0,30.343656806997668,39
2579,168,1800.0,34.505681038216856,38
2579,168,2100.0,39.38863285278073,37
2579,168,2400.0,43.27315603862656,36
2582,12,300.0,15.836292460813088,25
2582,12,600.0,35.988369634567185,24
2582,12,900.0,63.32077315796391,23
2582,12,1200.0,96.4869576818337,22
2582,12,1500.0,134.47284134427545,21
2582,12,1800.0,179.26017859611488,20
2582,12,2100.0,221.55780222213247,19
2582,12,2400.0,280.6547865647422,18
2585,168,300.0,6.824391989950786,19
2585,168,600.0,14.936428731044995,18
2585,168,900.0,20.736062837541063,17
2585,168,1200.0,25.06210228302183,16
2585,168,1500.0,27.968676914502968,15
2585,168,1800.0,34.25890201135132,14
2585,168,2100.0,47.99973739069845,13
2585,168,2400.0,65.35297532544597,12
2586,12,300.0,34.406221228897074,3
2586,12,600.0,48.84734287861427,2
2586,12,900.0,24.606793749830935,1
2587,180,300.0,6.339875176819026,39
2587,180,600.0,13.13937793336604,38
2587,180,900.0,18.690587959436233,37
2587,180,1200.0,21.74447290548229,36
2587,180,1500.0,25.918989016141868,35
2587,180,1800.0,30.54093077852246,34
2587,180,2100.0,34.40858159075405,33
2587,180,2400.0,38.12762019039039,32
2591,180,300.0,0.17698962603560967,1
2594,180,300.0,7.907572621086918,14
2594,180,600.0,15.140906473914546,13
2594,180,900.0,20.91909205874743,12
2594,180,1200.0,28.136867273515076,11
2594,180,1500.0,39.535193828652034,10
2594,180,1800.0,54.70854476995707,9
2594,180,2100.0,68.0260982088103,8
2594,180,2400.0,87.33069594931847,7
2597,180,300.0,6.895594511593861,13
2597,180,600.0,18.926213305966886,12
2597,180,900.0,31.994474944786415,11
2597,180,1200.0,44.928973568701466,10
2597,180,1500.0,56.24246676033091,9
2597,180,1800.0,68.50804714822854,8
2597,180,2100.0,74.16790322703699,7
2597,180,2400.0,72.43413189231866,6
2602,180,300.0,6.39689774246761,15
2602,180,600.0,12.921385224569764,14
2602,180,900.0,16.79540086529703,13
2602,180,1200.0,26.114342080903096,12
2602,180,1500.0,39.02394635781436,11
2602,180,1800.0,45.04462492496735,10
2602,180,2100.0,49.44747481701227,9
2602,180,2400.0,57.014532510171534,8
2608,180,300.0,6.6713224498675725,47
2608,180,600.0,11.537235147115405,46
2608,180,900.0,15.81773182157407,45
2608,180,1200.0,19.107399448280844,44
2608,180,1500.0,21.47411286278428,43
2608,180,1800.0,22.946755036616327,42
2608,180,2100.0,24.521029321421917,41
2608,180,2400.0,27.363804386921693,40
2611,180,300.0,7.170647353963802,146
2611,180,600.0,14.771182192816434,145
2611,180,900.0,21.92422786410055,144
2611,180,1200.0,29.231897665408347,143
2611,180,1500.0,36.60703575848868,142
2611,180,1800.0,44.165202803966,141
2611,180,2100.0,50.69754264524622,140
2611,180,2400.0,56.418653639728625,139
2616,180,300.0,6.503050517602503,52
2616,180,600.0,14.633425237344243,51
2616,180,900.0,23.96850922396459,50
2616,180,1200.0,32.820667233445604,49
2616,180,1500.0,40.75737256913543,48
2616,180,1800.0,50.74412767589991,47
2616,180,2100.0,60.33130486208711,46
2616,180,2400.0,70.15750504686221,45
2619,180,300.0,1.5644383676202005,1
2622,180,300.0,7.686713676901895,47
2622,180,600.0,15.638734236145758,46
2622,180,900.0,26.141740615211184,45
2622,180,1200.0,34.98191432375534,44
2622,180,1500.0,45.072706809026506,43
2622,180,1800.0,55.886697653231174,42
2622,180,2100.0,65.932609806402,41
2622,180,2400.0,75.14628795441772,40
2625,180,300.0,5.602402815733073,7
2625,180,600.0,12.703838305516962,6
2625,180,900.0,18.45187226835436,5
2625,180,1200.0,29.489203925076247,4
2625,180,1500.0,36.829664916743994,3
2625,180,1800.0,31.350483828768844,2
2625,180,2100.0,42.38486029315868,1
2628,180,300.0,5.664192328100652,16
2628,180,600.0,10.053366703528825,15
2628,180,900.0,12.24056232669005,14
2628,180,1200.0,14.695003959658827,13
2628,180,1500.0,15.829816321372249,12
2628,180,1800.0,18.17687280638177,11
2628,180,2100.0,20.584979703466185,10
2628,180,2400.0,18.807841596218182,9
2631,180,300.0,7.599567038448873,69
2631,180,600.0,14.874362409363028,68
2631,180,900.0,22.07150344687341,67
2631,180,1200.0,28.777109697881126,66
2631,180,1500.0,35.79312766241909,65
2631,180,1800.0,42.34542964936486,64
2631,180,2100.0,47.78337078123763,63
2631,180,2400.0,54.37528194904914,62
2634,180,300.0,7.007360015948124,129
2634,180,600.0,14.791027312275602,128
2634,180,900.0,23.936016297978025,127
2634,180,1200.0,32.62182838367971,126
2634,180,1500.0,41.76791567632169,125
2634,180,1800.0,51.40052209742783,124
2634,180,2100.0,61.115497872821905,123
2634,180,2400.0,72.11080758834413,122
2637,180,300.0,7.425789492918227,40
2637,180,600.0,14.141691938962985,39
2637,180,900.0,21.950671628496206,38
2637,180,1200.0,29.98992360809363,37
2637,180,1500.0,38.191137334149694,36
2637,180,1800.0,46.86116828289812,35
2637,180,2100.0,52.158006195561946,34
2637,180,2400.0,56.89715422544213,33
2640,180,300.0,7.265544964719835,25
2640,180,600.0,15.902766475547864,24
2640,180,900.0,22.094951897341076,23
2640,180,1200.0,24.075207199095164,22
2640,180,1500.0,24.361491800364394,21
2640,180,1800.0,26.21169486796394,20
2640,180,2100.0,27.54900934970755,19
2640,180,2400.0,28.19356077081871,18
2643,180,300.0,11.737395921956404,2
2643,180,600.0,22.24005378501447,1
2646,180,300.0,6.321078754207708,35
2646,180,600.0,12.639995637187747,34
2646,180,900.0,20.333945497786605,33
2646,180,1200.0,29.418406598126175,32
2646,180,1500.0,39.58012467355484,31
2646,180,1800.0,47.801243836390846,30
2646,180,2100.0,57.52866718549829,29
2646,180,2400.0,67.41154170366788,28
2649,180,300.0,5.295772304020526,3
2649,180,600.0,9.601292297451977,2
2649,180,900.0,17.819832593077784,1
2652,180,300.0,8.60351146861098,87
2652,180,600.0,18.161441231236935,86
2652,180,900.0,30.023602168864016,85
2652,180,1200.0,41.29192260273343,84
2652,180,1500.0,52.7075769349626,83
2652,180,1800.0,62.685282502203734,82
2652,180,2100.0,72.4561283873851,81
2652,180,2400.0,81.02669335235426,80
2655,180,300.0,6.222259552038539,37
2655,180,600.0,12.766131472251883,36
2655,180,900.0,21.240749483039526,35
2655,180,1200.0,29.584950811014384,34
2655,180,1500.0,37.02333005015392,33
2655,180,1800.0,44.8523225874234,32
2655,180,2100.0,49.490899159350235,31
2655,180,2400.0,52.83037132866063,30
2658,180,300.0,6.8264686936031955,31
2658,180,600.0,12.4422535887476,30
2658,180,900.0,18.827393486260302,29
2658,180,1200.0,26.121216006033162,28
2658,180,1500.0,29.76587745047357,27
2658,180,1800.0,33.183132487152506,26
2658,180,2100.0,37.69165745792723,25
2658,180,2400.0,41.81680039483635,24
2661,180,300.0,6.752897721852199,133
2661,180,600.0,14.139220996314386,132
2661,180,900.0,21.670592588857,131
2661,180,1200.0,29.566001995772705,130
2661,180,1500.0,37.416785020858285,129
2661,180,1800.0,46.05034211623198,128
2661,180,2100.0,54.539447003394145,127
2661,180,2400.0,62.27938551879148,126
2664,180,300.0,8.924567803945148,31
2664,180,600.0,18.939800153650918,30
2664,180,900.0,25.900548357242013,29
2664,180,1200.0,34.62384048825599,28
2664,180,1500.0,44.08570938718328,27
2664,180,1800.0,54.79280390674809,26
2664,180,2100.0,69.6627261299937,25
2664,180,2400.0,86.25855976159448,24
2667,180,300.0,5.775289364753288,19
2667,180,600.0,11.31666668344429,18
2667,180,900.0,13.923935797658572,17
2667,180,1200.0,16.780068514316625,16
2667,180,1500.0,20.348081964397085,15
2667,180,1800.0,21.877345743581238,14
2667,180,2100.0,21.335936876293207,13
2667,180,2400.0,22.35582992034367,12
2670,180,300.0,6.535864326164971,16
2670,180,600.0,14.921366563172619,15
2670,180,900.0,20.299509568990235,14
2670,180,1200.0,25.27161146878086,13
2670,180,1500.0,31.31434089556237,12
2670,180,1800.0,36.374022450563096,11
2670,180,2100.0,43.43502555104591,10
2670,180,2400.0,52.9644364637066,9
2673,180,300.0,7.172204056687818,132
2673,180,600.0,14.749229627846796,131
2673,180,900.0,22.742135097084983,130
2673,180,1200.0,31.158276204658563,129
2673,180,1500.0,38.25853926105057,128
2673,180,1800.0,45.85016201666596,127
2673,180,2100.0,52.7204786974038,126
2673,180,2400.0,59.19848982309095,125
2676,180,300.0,7.335378554821228,21
2676,180,600.0,14.044413559693464,20
2676,180,900.0,21.745187891559862,19
2676,180,1200.0,25.139053670813144,18
2676,180,1500.0,29.70678749947787,17
2676,180,1800.0,31.16707945753143,16
2676,180,2100.0,31.423546675983587,15
2676,180,2400.0,30.356641278332265,14
2679,180,300.0,7.278998690829914,213
2679,180,600.0,14.41480546531195,212
2679,180,900.0,21.268157807804027,211
2679,180,1200.0,28.632049462319912,210
2679,180,1500.0,36.123116752686705,209
2679,180,1800.0,44.64505401851307,208
2679,180,2100.0,52.38849895244986,207
2679,180,2400.0,59.867476849289055,206
2682,180,300.0,6.542205791197968,85
2682,180,600.0,13.331464654201056,84
2682,180,900.0,19.352389645739898,83
2682,180,1200.0,26.208662488812635,82
2682,180,1500.0,33.616038543938394,81
2682,180,1800.0,41.18909169733564,80
2682,180,2100.0,48.376269873125366,79
2682,180,2400.0,57.41500848865438,78
2685,180,300.0,6.247079649071281,6
2685,180,600.0,11.09123978670587,5
2685,180,900.0,15.355127055983072,4
2685,180,1200.0,21.063493408147817,3
2685,180,1500.0,29.66096710038103,2
2685,180,1800.0,42.583407940772254,1
2688,180,300.0,7.58596812098133,82
2688,180,600.0,15.407162705090435,81
2688,180,900.0,22.5717156026643,80
2688,180,1200.0,29.161941169563462,79
2688,180,1500.0,36.239825939138505,78
2688,180,1800.0,42.305370750678335,77
2688,180,2100.0,47.96388562679304,76
2688,180,2400.0,54.08477086014205,75
2691,180,300.0,6.380125058638519,6
2691,180,600.0,13.215054871779046,5
2691,180,900.0,14.419813206944564,4
2691,180,1200.0,13.34721828268667,3
2691,180,1500.0,22.70833657472088,2
2691,180,1800.0,28.608156127137754,1
2694,180,300.0,10.737209883232802,16
2694,180,600.0,23.29031105646861,15
2694,180,900.0,29.881323266541692,14
2694,180,1200.0,41.23170465737073,13
2694,180,1500.0,55.94971355305042,12
2694,180,1800.0,60.73558672809872,11
2694,180,2100.0,68.25126376248448,10
2694,180,2400.0,80.18999805246705,9
2697,180,300.0,8.643298669753225,12
2697,180,600.0,22.009059174679923,11
2697,180,900.0,32.4990869455443,10
2697,180,1200.0,44.99166756548967,9
2697,180,1500.0,56.56950048444831,8
2697,180,1800.0,67.41238032164783,7
2697,180,2100.0,80.10943712940599,6
2697,180,2400.0,99.83994057835552,5
2700,180,300.0,7.366247326790031,4
2700,180,600.0,16.261381428996906,3
2700,180,900.0,24.487232572483112,2
2700,180,1200.0,25.72720597795364,1
2703,180,300.0,9.168323452989371,13
2703,180,600.0,16.055256056356434,12
2703,180,900.0,22.62588568630679,11
2703,180,1200.0,29.844724390294612,10
2703,180,1500.0,33.82793190540987,9
2703,180,1800.0,42.18033431151923,8
2703,180,2100.0,46.6322215550455,7
2703,180,2400.0,58.44519139595972,6
2708,180,300.0,6.703282315993927,68
2708,180,600.0,12.2302191984426,67
2708,180,900.0,18.13044106381953,66
2708,180,1200.0,23.655499287941012,65
2708,180,1500.0,29.158773005692147,64
2708,180,1800.0,33.26548697080682,63
2708,180,2100.0,36.96728352915726,62
2708,180,2400.0,40.37493752246413,61
2711,180,300.0,6.154991715334511,80
2711,180,600.0,13.938957316966592,79
2711,180,900.0,21.223991827732096,78
2711,180,1200.0,27.992436603498373,77
2711,180,1500.0,35.66995994509453,76
2711,180,1800.0,43.0600833746653,75
2711,180,2100.0,49.90769856902619,74
2711,180,2400.0,57.12130854238338,73
2714,180,300.0,7.4905705436305,56
2714,180,600.0,15.502886780041544,55
2714,180,900.0,24.363973066945253,54
2714,180,1200.0,32.325838261440545,53
2714,180,1500.0,42.318155873457826,52
2714,180,1800.0,54.49643985124935,51
2714,180,2100.0,66.86113063438783,50
2714,180,2400.0,79.07569490544842,49
2717,180,300.0,6.594186182371592,53
2717,180,600.0,13.934856711051115,52
2717,180,900.0,21.90557386155506,51
2717,180,1200.0,29.387532810947743,50
2717,180,1500.0,36.11754165912217,49
2717,180,1800.0,43.17499639210217,48
2717,180,2100.0,50.40480976433778,47
2717,180,2400.0,57.61510009870521,46
2720,180,300.0,5.973452370684734,44
2720,180,600.0,10.662202151549321,43
2720,180,900.0,15.946877697328846,42
2720,180,1200.0,18.40416835740908,41
2720,180,1500.0,22.506064320585814,40
2720,180,1800.0,24.72446339309655,39
2720,180,2100.0,26.950348141469764,38
2720,180,2400.0,29.29323807805963,37
2723,180,300.0,8.762009055434907,58
2723,180,600.0,17.063608843316448,57
2723,180,900.0,27.701405658570213,56
2723,180,1200.0,39.24749449232816,55
2723,180,1500.0,51.97958930747375,54
2723,180,1800.0,64.9527508898808,53
2723,180,2100.0,78.19065411839708,52
2723,180,2400.0,89.52136084967313,51
2726,180,300.0,9.159335084973701,8
2726,180,600.0,24.567109879990593,7
2726,180,900.0,37.47586814815473,6
2726,180,1200.0,43.489772035914754,5
2726,180,1500.0,44.47419573728217,4
2726,180,1800.0,55.680291872275255,3
2726,180,2100.0,57.571872830699675,2
2726,180,2400.0,78.33352965791741,1
2729,180,300.0,6.8515633195438514,68
2729,180,600.0,12.5466942433,67
2729,180,900.0,18.94969074015285,66
2729,180,1200.0,26.18296730890133,65
2729,180,1500.0,32.384076098821964,64
2729,180,1800.0,39.23903342887035,63
2729,180,2100.0,46.91538433576854,62
2729,180,2400.0,55.03450084233996,61
2732,180,300.0,8.4726457095672,29
2732,180,600.0,15.952394781350122,28
2732,180,900.0,20.770364461908184,27
2732,180,1200.0,23.327911381543974,26
2732,180,1500.0,25.866888122367115,25
2732,180,1800.0,28.51901578645463,24
2732,180,2100.0,33.53707182484102,23
2732,180,2400.0,40.09770405217778,22
2735,180,300.0,7.911547929197225,65
2735,180,600.0,14.480423445532683,64
2735,180,900.0,22.24728589536682,63
2735,180,1200.0,29.85352257292486,62
2735,180,1500.0,36.89419382199538,61
2735,180,1800.0,43.30577679063577,60
2735,180,2100.0,51.49129024239787,59
2735,180,2400.0,59.3757802706761,58
2738,180,300.0,3.19708036658298,2
2738,180,600.0,9.800708824435928,1
2741,180,300.0,6.556977612717971,94
2741,180,600.0,14.432726175072998,93
2741,180,900.0,21.606828645813298,92
2741,180,1200.0,27.922935449031055,91
2741,180,1500.0,32.825483882399055,90
2741,180,1800.0,37.55138946190253,89
2741,180,2100.0,42.21580662273025,88
2741,180,2400.0,45.33608822986827,87
2744,180,300.0,7.07443595385109,50
2744,180,600.0,13.86222596643545,49
2744,180,900.0,20.21369349871461,48
2744,180,1200.0,24.838769327102135,47
2744,180,1500.0,30.612173480099372,46
2744,180,1800.0,38.76139190177998,45
2744,180,2100.0,49.47695836083324,44
2744,180,2400.0,59.85410921776674,43
2747,180,300.0,8.171757822093593,26
2747,180,600.0,16.380686983127003,25
2747,180,900.0,21.13738534617791,24
2747,180,1200.0,26.021978133960843,23
2747,180,1500.0,28.871888072636633,22
2747,180,1800.0,33.43827595315367,21
2747,180,2100.0,41.397164832485956,20
2747,180,2400.0,50.62465537384334,19
2750,180,300.0,5.017036109646652,16
2750,180,600.0,8.502204810511186,15
2750,180,900.0,13.936501186445776,14
2750,180,1200.0,19.789539590006164,13
2750,180,1500.0,23.700156003292232,12
2750,180,1800.0,28.707438988134957,11
2750,180,2100.0,35.38488327573127,10
2750,180,2400.0,38.416277903511364,9
2753,180,300.0,8.22887846258668,67
2753,180,600.0,13.705087775253308,66
2753,180,900.0,20.620822975204504,65
2753,180,1200.0,28.57812613040553,64
2753,180,1500.0,35.68428302387702,63
2753,180,1800.0,42.836080330437845,62
2753,180,2100.0,50.311973175906445,61
2753,180,2400.0,58.51178965543817,60
2759,180,300.0,7.093037425153416,29
2759,180,600.0,14.56571866910811,28
2759,180,900.0,21.87859315365674,27
2759,180,1200.0,31.594258837027933,26
2759,180,1500.0,42.22549140170801,25
2759,180,1800.0,57.001741973032246,24
2759,180,2100.0,76.39117435426047,23
2759,180,2400.0,95.88193076050612,22
2762,180,300.0,6.973671592257772,37
2762,180,600.0,13.595965049531268,36
2762,180,900.0,19.28505705704645,35
2762,180,1200.0,23.32025223182272,34
2762,180,1500.0,26.607700711990123,33
2762,180,1800.0,26.908527368529434,32
2762,180,2100.0,28.730201582419614,31
2762,180,2400.0,31.766237595299447,30
2765,180,300.0,7.360397523661939,94
2765,180,600.0,15.73017161806415,93
2765,180,900.0,23.818414010597497,92
2765,180,1200.0,33.60923352788786,91
2765,180,1500.0,43.80686621443147,90
2765,180,1800.0,54.847211879236916,89
2765,180,2100.0,67.2060052420783,88
2765,180,2400.0,79.7006328015647,87
2768,180,300.0,7.3194835874446,93
2768,180,600.0,13.923842143742638,92
2768,180,900.0,20.843290184416528,91
2768,180,1200.0,28.591402836384876,90
2768,180,1500.0,36.46597810472122,89
2768,180,1800.0,43.6630570238272,88
2768,180,2100.0,50.174008642509676,87
2768,180,2400.0,57.1654431410361,86
2771,180,300.0,7.868519243165019,91
2771,180,600.0,16.999846977549996,90
2771,180,900.0,26.168735892717674,89
2771,180,1200.0,35.90990875876207,88
2771,180,1500.0,44.596039152207425,87
2771,180,1800.0,52.404864458231415,86
2771,180,2100.0,60.356227883244664,85
2771,180,2400.0,68.80309592005027,84
2777,180,300.0,6.320148774723684,29
2777,180,600.0,12.865158714283229,28
2777,180,900.0,19.98602139922961,27
2777,180,1200.0,29.365173624142226,26
2777,180,1500.0,39.040267062373395,25
2777,180,1800.0,49.26636240983632,24
2777,180,2100.0,55.897513329713036,23
2777,180,2400.0,60.894692569137824,22
2780,180,300.0,8.511245467459482,19
2780,180,600.0,14.497402909201092,18
2780,180,900.0,20.413831362011937,17
2780,180,1200.0,31.388294349087662,16
2780,180,1500.0,40.14969781262571,15
2780,180,1800.0,49.16568483368476,14
2780,180,2100.0,60.439119636009764,13
2780,180,2400.0,74.9450545773953,12
2783,180,300.0,7.271318734793559,88
2783,180,600.0,15.02090541031085,87
2783,180,900.0,23.07158847001577,86
2783,180,1200.0,31.081910430863445,85
2783,180,1500.0,39.4873514778026,84
2783,180,1800.0,48.15197335248953,83
2783,180,2100.0,57.52245900782546,82
2783,180,2400.0,68.72838866031867,81
2786,180,300.0,9.82605074683561,33
2786,180,600.0,22.159695809555632,32
2786,180,900.0,33.35877013373245,31
2786,180,1200.0,43.29755308207029,30
2786,180,1500.0,50.67862180864217,29
2786,180,1800.0,55.101952379781494,28
2786,180,2100.0,63.43972113562909,27
2786,180,2400.0,71.80818441388125,26
2789,180,300.0,7.470800977929884,98
2789,180,600.0,14.952445854213437,97
2789,180,900.0,23.940459253948813,96
2789,180,1200.0,33.34704065926334,95
2789,180,1500.0,43.01185985746701,94
2789,180,1800.0,51.92285828197189,93
2789,180,2100.0,58.873205871751686,92
2789,180,2400.0,64.23095266244188,91
2792,180,300.0,5.703642088677315,18
2792,180,600.0,11.584977395812896,17
2792,180,900.0,15.144233230451881,16
2792,180,1200.0,17.96750966538232,15
2792,180,1500.0,19.80383943870384,14
2792,180,1800.0,23.074339273285855,13
2792,180,2100.0,27.71307173436062,12
2792,180,2400.0,37.53005360079366,11
2795,180,300.0,5.947649228553003,46
2795,180,600.0,10.70372816111703,45
2795,180,900.0,16.131598098400385,44
2795,180,1200.0,20.75423137200035,43
