aggregate_id,aggregation_number,delta_t,sd,n_samples
713,6,1800.0,242.3454358320913,18
713,6,2100.0,229.10473960714873,17
713,6,2400.0,233.76242010135013,16
718,5,300.0,80.46434469084296,14
718,5,600.0,137.23895000061583,13
718,5,900.0,182.28704675609822,12
718,5,1200.0,194.4662829404916,11
718,5,1500.0,244.45360954972642,10
718,5,1800.0,253.267576793613,9
718,5,2100.0,310.9292562776476,8
718,5,2400.0,319.0612513595027,7
719,3,300.0,82.80327177654668,2
719,3,600.0,268.7363209871981,1
722,5,300.0,66.34287931523997,5
722,5,600.0,89.61934512395185,4
722,5,900.0,136.97177475147484,3
722,5,1200.0,242.58480733527597,2
722,5,1500.0,139.91807193543661,1
725,12,300.0,48.715709917630114,26
725,12,600.0,84.82188814524639,25
725,12,900.0,92.94659373959102,24
725,12,1200.0,95.28889200032567,23
725,12,1500.0,102.81197823504053,22
725,12,1800.0,112.20181192225787,21
725,12,2100.0,148.60779800072402,20
725,12,2400.0,165.82328545297065,19
726,1,300.0,56.16040276235462,1
727,4,300.0,38.4355516394793,1
730,6,300.0,61.128295875762724,7
730,6,600.0,120.8561948754956,6
730,6,900.0,189.23554360156035,5
730,6,1200.0,253.29846933700316,4
730,6,1500.0,284.72121186196495,3
730,6,1800.0,268.5424800503315,2
730,6,2100.0,92.40363318846846,1
733,7,300.0,51.29961624315357,17
733,7,600.0,109.87137696563538,16
733,7,900.0,126.9337268792756,15
733,7,1200.0,156.4307898817549,14
733,7,1500.0,195.60944154577652,13
733,7,1800.0,235.39099017476488,12
733,7,2100.0,271.8711843732443,11
733,7,2400.0,333.7813911947536,10
734,3,300.0,56.97484427954143,6
734,3,600.0,96.11816992124024,5
734,3,900.0,142.61265419703903,4
734,3,1200.0,176.3720311022295,3
734,3,1500.0,244.65841428377513,2
734,3,1800.0,368.93830427982226,1
738,7,300.0,61.30108149400861,15
738,7,600.0,167.36212367531198,14
738,7,900.0,266.8180601185551,13
738,7,1200.0,363.9931388346184,12
738,7,1500.0,493.30645139224436,11
738,7,1800.0,651.6466369490015,10
738,7,2100.0,844.2100717194545,9
738,7,2400.0,1049.7397264645494,8
741,1,300.0,135.51383638765003,2
741,1,600.0,282.7125234648397,1
745,9,300.0,38.79420266558657,19
745,9,600.0,74.79102170088254,18
745,9,900.0,105.27909236118461,17
745,9,1200.0,128.19660347250078,16
745,9,1500.0,130.40353439717572,15
745,9,1800.0,131.54705013783405,14
745,9,2100.0,142.18678913105515,13
745,9,2400.0,149.30611042437593,12
748,12,300.0,37.649193077580804,30
748,12,600.0,50.88359488479182,29
748,12,900.0,67.76232160297987,28
748,12,1200.0,73.69568068419639,27
748,12,1500.0,87.4796650490843,26
748,12,1800.0,100.79601331161491,25
748,12,2100.0,103.68861244485221,24
748,12,2400.0,114.5609065552219,23
749,5,300.0,40.91222340418176,19
749,5,600.0,74.60587738137417,18
749,5,900.0,108.46121687946373,17
749,5,1200.0,140.9797827700736,16
749,5,1500.0,167.06917766904766,15
749,5,1800.0,201.93108168592659,14
749,5,2100.0,258.5457925049499,13
749,5,2400.0,323.9333891365243,12
755,7,300.0,39.19999129332897,27
755,7,600.0,91.9970977516081,26
755,7,900.0,144.24490635760506,25
755,7,1200.0,188.796466455181,24
755,7,1500.0,227.60596044412512,23
755,7,1800.0,264.8576353800256,22
755,7,2100.0,300.1849476663043,21
755,7,2400.0,309.8928422084847,20
759,7,300.0,36.88973132531817,30
759,7,600.0,81.61937445901728,29
759,7,900.0,143.11625704651473,28
759,7,1200.0,198.35423675700707,27
759,7,1500.0,252.26771157751438,26
759,7,1800.0,293.5128876142487,25
759,7,2100.0,334.00191362216106,24
759,7,2400.0,372.3932754160345,23
760,5,300.0,48.09966206504429,23
760,5,600.0,103.42531519537721,22
760,5,900.0,169.92723422369608,21
760,5,1200.0,226.03623910736718,20
760,5,1500.0,309.51784700625217,19
760,5,1800.0,386.0251955930856,18
760,5,2100.0,433.7377859540493,17
760,5,2400.0,432.3750263296543,16
767,39,300.0,20.079757827370827,83
767,39,600.0,43.32306471221448,82
767,39,900.0,67.95392146947977,81
767,39,1200.0,90.99607602856001,80
767,39,1500.0,110.83901754258535,79
767,39,1800.0,134.36329157587406,78
767,39,2100.0,158.2397959407939,77
767,39,2400.0,185.12321085914658,76
768,7,300.0,37.143932223982674,20
768,7,600.0,64.15589557508551,19
768,7,900.0,87.49320212736112,18
768,7,1200.0,100.50752568360849,17
768,7,1500.0,110.10483843515293,16
768,7,1800.0,124.57494623829328,15
768,7,2100.0,155.07915664499177,14
768,7,2400.0,185.62754314666128,13
769,7,300.0,48.561749184945526,2
769,7,600.0,178.80417473374982,1
770,5,300.0,73.12886737094121,2
770,5,600.0,109.66806502038392,1
775,46,300.0,11.911966182937647,3
775,46,600.0,13.423102082340915,2
775,46,900.0,25.093796259029236,1
778,3,300.0,62.020053998580494,24
778,3,600.0,118.83566784035241,23
778,3,900.0,169.95975820718388,22
778,3,1200.0,230.4262488134254,21
778,3,1500.0,287.587198780514,20
778,3,1800.0,343.9093504802779,19
778,3,2100.0,415.72729629611945,18
778,3,2400.0,467.9666111016767,17
781,3,300.0,59.89705583282355,1
782,7,300.0,41.855364897326595,9
782,7,600.0,78.29934032002616,8
782,7,900.0,100.00504647604976,7
782,7,1200.0,139.0652459053571,6
782,7,1500.0,167.35092978779417,5
782,7,1800.0,152.48556250796128,4
782,7,2100.0,165.40784791398477,3
782,7,2400.0,108.23812550670698,2
783,2,300.0,77.48014047860755,1
784,1,300.0,44.334888960592274,1
785,9,300.0,24.926387678271766,24
785,9,600.0,49.39395065764717,23
785,9,900.0,90.94333270327195,22
785,9,1200.0,139.45803294679584,21
785,9,1500.0,200.72513860124047,20
785,9,1800.0,278.1352091873374,19
785,9,2100.0,359.59698953579925,18
785,9,2400.0,453.8861880416115,17
786,7,300.0,38.89379664590031,13
786,7,600.0,73.3436361950774,12
786,7,900.0,103.44753508548006,11
786,7,1200.0,155.57499847537295,10
786,7,1500.0,206.4913322102118,9
786,7,1800.0,300.39820658893996,8
786,7,2100.0,379.13963475289063,7
786,7,2400.0,472.26567623344516,6
791,13,300.0,42.44503408801738,104
791,13,600.0,84.14091944988633,103
791,13,900.0,125.54932232768861,102
791,13,1200.0,162.62145023519983,101
791,13,1500.0,204.95434631547425,100
791,13,1800.0,254.2733984436886,99
791,13,2100.0,301.88961529133985,98
791,13,2400.0,346.2548553055482,97
792,16,300.0,23.626026257976164,3
792,16,600.0,66.59974998905136,2
792,16,900.0,109.86797144882789,1
793,10,300.0,40.92579898120162,63
793,10,600.0,86.01653403741483,62
793,10,900.0,132.23240544929246,61
793,10,1200.0,180.80605817561417,60
793,10,1500.0,230.05382566882005,59
793,10,1800.0,283.60050550128966,58
793,10,2100.0,339.4680771690853,57
793,10,2400.0,397.57969291054667,56
794,46,300.0,16.910681163110276,11
794,46,600.0,36.628821240673545,10
794,46,900.0,54.69284952051042,9
794,46,1200.0,69.35257925583652,8
794,46,1500.0,80.69115024905106,7
794,46,1800.0,100.3236316906926,6
794,46,2100.0,120.18199035816576,5
794,46,2400.0,146.9707920346251,4
799,6,300.0,44.443246016492466,40
799,6,600.0,91.91878341800192,39
799,6,900.0,127.01996531191296,38
799,6,1200.0,169.98530984270872,37
799,6,1500.0,210.84346468276905,36
799,6,1800.0,236.63790436197664,35
799,6,2100.0,245.5105979618514,34
799,6,2400.0,259.2894089357563,33
800,7,300.0,47.850892260212845,36
800,7,600.0,73.59508279884939,35
800,7,900.0,113.27308866150959,34
800,7,1200.0,144.46668093687805,33
800,7,1500.0,182.292610816305,32
800,7,1800.0,223.09398587528395,31
800,7,2100.0,263.8455356706913,30
800,7,2400.0,295.53166952288433,29
805,5,300.0,54.07993432440758,27
805,5,600.0,94.809635350167,26
805,5,900.0,133.6361571770559,25
805,5,1200.0,168.5327500301261,24
805,5,1500.0,203.10667357863883,23
805,5,1800.0,215.99705803639915,22
805,5,2100.0,227.7985637780371,21
805,5,2400.0,240.79788382278412,20
812,16,300.0,16.880180683692164,3
812,16,600.0,14.625272559836954,2
812,16,900.0,19.148678701727043,1
815,10,300.0,24.18464858931115,5
815,10,600.0,38.76013783578455,4
815,10,900.0,54.660554523181894,3
815,10,1200.0,54.34316881586431,2
815,10,1500.0,22.148335718542096,1
818,3,300.0,73.85819844977597,14
818,3,600.0,146.3278217305421,13
818,3,900.0,178.7430192367381,12
818,3,1200.0,227.900233162084,11
818,3,1500.0,299.8173280766138,10
818,3,1800.0,395.97305209848037,9
818,3,2100.0,477.86756463615353,8
818,3,2400.0,555.5824206964503,7
821,5,300.0,16.435677563521093,9
821,5,600.0,31.280875273471732,8
821,5,900.0,37.188511531512454,7
821,5,1200.0,37.14492267390725,6
821,5,1500.0,41.703554453683026,5
821,5,1800.0,53.125990953726074,4
821,5,2100.0,42.56870371654764,3
821,5,2400.0,29.285239725946823,2
822,10,300.0,41.251867702602325,4
822,10,600.0,124.95961854805795,3
822,10,900.0,278.3052125719065,2
822,10,1200.0,460.5380026411851,1
827,3,300.0,102.04577940037655,5
827,3,600.0,218.15450621724355,4
827,3,900.0,310.46073070398637,3
827,3,1200.0,478.7188664382281,2
827,3,1500.0,602.7887901249682,1
831,3,300.0,31.092782705290276,1
832,6,300.0,30.669978032615965,18
832,6,600.0,57.375859594228416,17
832,6,900.0,98.61023319271968,16
832,6,1200.0,125.68137590661617,15
832,6,1500.0,161.89619554890552,14
832,6,1800.0,164.93521607345082,13
832,6,2100.0,179.87882055488657,12
832,6,2400.0,196.35069882736568,11
833,1,300.0,10.384586560230883,1
834,2,300.0,43.77481802555414,1
839,12,300.0,30.39382893127096,50
839,12,600.0,68.55066661302507,49
839,12,900.0,109.1080762510965,48
839,12,1200.0,148.99170199917586,47
839,12,1500.0,194.6042911636035,46
839,12,1800.0,243.82164053234035,45
839,12,2100.0,287.30024450650353,44
839,12,2400.0,330.85307588469266,43
840,5,300.0,59.74377725714393,38
840,5,600.0,133.78514100056145,37
840,5,900.0,183.64409470237538,36
840,5,1200.0,242.69675065552136,35
840,5,1500.0,295.5702662225378,34
840,5,1800.0,344.28711308236586,33
840,5,2100.0,400.4206241202763,32
840,5,2400.0,460.8882746507021,31
841,46,300.0,15.138574378795148,22
841,46,600.0,25.945089544420117,21
841,46,900.0,36.539699244926545,20
841,46,1200.0,42.169415794347586,19
841,46,1500.0,55.700716880684894,18
841,46,1800.0,72.48476346739918,17
841,46,2100.0,82.96130134401855,16
841,46,2400.0,99.45347181685146,15
850,16,300.0,27.25854787560674,21
850,16,600.0,60.34052388902929,20
850,16,900.0,87.13548199067533,19
850,16,1200.0,107.46302145207439,18
850,16,1500.0,134.121960357623,17
850,16,1800.0,174.56912102573767,16
850,16,2100.0,205.34833073260089,15
850,16,2400.0,222.06233392118725,14
851,6,300.0,27.92402124004183,4
851,6,600.0,60.38939386948335,3
851,6,900.0,83.50147012514171,2
851,6,1200.0,51.39743350412789,1
852,12,300.0,19.88849333474886,1
859,5,300.0,38.30674458105073,16
859,5,600.0,52.76719107120303,15
859,5,900.0,62.65263419547243,14
859,5,1200.0,76.74021968448145,13
859,5,1500.0,85.2287926658074,12
859,5,1800.0,87.89269092467549,11
859,5,2100.0,103.00803184441247,10
859,5,2400.0,104.53471201601727,9
860,10,300.0,39.00533080517271,16
860,10,600.0,74.25476473092341,15
860,10,900.0,88.83641937950317,14
860,10,1200.0,114.78997490627891,13
860,10,1500.0,140.9747835572331,12
860,10,1800.0,154.1938176931212,11
860,10,2100.0,141.8080894001236,10
860,10,2400.0,137.58108552753825,9
861,12,300.0,31.416712142118886,90
861,12,600.0,61.31973498106009,89
861,12,900.0,90.67729417526083,88
861,12,1200.0,124.67018869637438,87
861,12,1500.0,154.8729662462547,86
861,12,1800.0,183.76637789255903,85
861,12,2100.0,206.54251285187405,84
861,12,2400.0,232.9738397694058,83
866,13,300.0,26.239404493074876,32
866,13,600.0,52.769847082989614,31
866,13,900.0,85.5690677203413,30
866,13,1200.0,128.29828424465694,29
866,13,1500.0,170.90177404730545,28
866,13,1800.0,219.75286931810922,27
866,13,2100.0,279.84746077785104,26
866,13,2400.0,342.20851417401894,25
867,3,300.0,74.76609942707974,8
867,3,600.0,95.40058068231001,7
867,3,900.0,106.65730159788,6
867,3,1200.0,103.44812712268413,5
867,3,1500.0,60.4429853652577,4
867,3,1800.0,98.14999189995842,3
867,3,2100.0,93.94207200593382,2
867,3,2400.0,143.41716658791265,1
870,26,300.0,23.36553052985002,117
870,26,600.0,44.72736141168463,116
870,26,900.0,64.91684158090837,115
870,26,1200.0,83.55694725041914,114
870,26,1500.0,104.3386867254417,113
870,26,1800.0,122.83245915501574,112
870,26,2100.0,139.79108889511028,111
870,26,2400.0,152.99061006649447,110
877,3,300.0,43.80730671371714,3
877,3,600.0,99.6708189318467,2
877,3,900.0,149.99962464804238,1
878,7,300.0,35.738405404389354,43
878,7,600.0,83.37377248911098,42
878,7,900.0,128.99586681959855,41
878,7,1200.0,177.36577805239128,40
878,7,1500.0,227.73218501533913,39
878,7,1800.0,275.643161872028,38
878,7,2100.0,324.1017886760581,37
878,7,2400.0,364.234579434961,36
883,3,300.0,57.85414481218587,2
883,3,600.0,214.03131774843516,1
886,5,300.0,43.52779183120721,14
886,5,600.0,79.98655947546887,13
886,5,900.0,106.58970984041525,12
886,5,1200.0,113.58888441890855,11
886,5,1500.0,96.1471711390587,10
886,5,1800.0,113.07040358294616,9
886,5,2100.0,148.94506666342073,8
886,5,2400.0,158.59602560820764,7
889,3,300.0,51.118046274899896,8
889,3,600.0,119.31731586472824,7
889,3,900.0,184.69497799202836,6
889,3,1200.0,277.27854571306034,5
889,3,1500.0,384.347072657093,4
889,3,1800.0,489.8819494884961,3
889,3,2100.0,668.5538895515585,2
889,3,2400.0,781.4934224586175,1
892,26,300.0,20.626821066399934,23
892,26,600.0,44.17281511238187,22
892,26,900.0,68.26558811757192,21
892,26,1200.0,88.34190422967038,20
892,26,1500.0,102.61085245395546,19
892,26,1800.0,111.90717203007915,18
892,26,2100.0,120.31944257747509,17
892,26,2400.0,128.71693276671596,16
893,3,300.0,43.19768543666731,5
893,3,600.0,74.96177226150652,4
893,3,900.0,101.41629539742199,3
893,3,1200.0,102.98639224073675,2
893,3,1500.0,106.16599334191419,1
898,12,300.0,25.536152426232498,33
898,12,600.0,53.587145500655865,32
898,12,900.0,68.51306316928537,31
898,12,1200.0,80.96335726344473,30
898,12,1500.0,98.02891376810767,29
898,12,1800.0,112.77907372007819,28
898,12,2100.0,114.37678676509016,27
898,12,2400.0,110.5480470811695,26
899,12,300.0,25.43617254187757,28
899,12,600.0,46.47895693047128,27
899,12,900.0,61.74965181353049,26
899,12,1200.0,92.06135754654407,25
899,12,1500.0,112.21584035250682,24
899,12,1800.0,131.74791102124695,23
899,12,2100.0,157.32417323111662,22
899,12,2400.0,172.25895522074336,21
900,16,300.0,28.78394665563273,34
900,16,600.0,51.52494740910156,33
900,16,900.0,79.6002215941135,32
900,16,1200.0,111.38571461210948,31
900,16,1500.0,126.95288921056293,30
900,16,1800.0,140.57098868870963,29
900,16,2100.0,149.55100310959344,28
900,16,2400.0,146.85683146486357,27
901,26,300.0,6.8072467728031745,2
901,26,600.0,14.579763741153343,1
906,46,300.0,13.905004201893483,38
906,46,600.0,29.430227611859,37
906,46,900.0,42.41632617678004,36
906,46,1200.0,52.34551817023935,35
906,46,1500.0,62.67993879080743,34
906,46,1800.0,74.8873526390093,33
906,46,2100.0,87.4913538950484,32
906,46,2400.0,99.41158983353256,31
913,3,300.0,73.53066380095377,12
913,3,600.0,145.0172464148727,11
913,3,900.0,258.74759953646213,10
913,3,1200.0,328.3034171693424,9
913,3,1500.0,461.70515000244274,8
913,3,1800.0,551.4044565207586,7
913,3,2100.0,742.9343630069849,6
913,3,2400.0,951.7704339957911,5
916,10,300.0,26.613548564551056,42
916,10,600.0,47.829008744843186,41
916,10,900.0,79.0484941517597,40
916,10,1200.0,113.56282425003633,39
916,10,1500.0,155.2845054162059,38
916,10,1800.0,195.54959566061456,37
916,10,2100.0,230.6073762070406,36
916,10,2400.0,262.8811436094726,35
917,7,300.0,37.56690919453113,35
917,7,600.0,73.76168730137802,34
917,7,900.0,110.17329728707256,33
917,7,1200.0,145.20109803750492,32
917,7,1500.0,181.15636314446337,31
917,7,1800.0,214.23756286551824,30
917,7,2100.0,238.81646963632838,29
917,7,2400.0,256.0499866789208,28
920,5,300.0,54.64498338694206,28
920,5,600.0,102.20178793732805,27
920,5,900.0,148.12596825128992,26
920,5,1200.0,198.25147320313238,25
920,5,1500.0,241.60467467643753,24
920,5,1800.0,297.2312139405512,23
920,5,2100.0,356.8130669217762,22
920,5,2400.0,433.1875564681929,21
923,6,300.0,34.828043543675854,49
923,6,600.0,65.6619189093875,48
923,6,900.0,95.64650961285935,47
923,6,1200.0,137.08165126736017,46
923,6,1500.0,171.79693654290907,45
923,6,1800.0,202.32749232000262,44
923,6,2100.0,232.9120969345571,43
923,6,2400.0,264.418833902178,42
928,16,300.0,28.188050061808102,15
928,16,600.0,59.90939449719614,14
928,16,900.0,76.72094275739383,13
928,16,1200.0,91.31863412789325,12
928,16,1500.0,123.60954138834632,11
928,16,1800.0,142.0557442795756,10
928,16,2100.0,176.54630801691115,9
928,16,2400.0,215.05214887777274,8
933,10,300.0,26.49427316540136,8
933,10,600.0,50.87718879566203,7
933,10,900.0,73.52244305743721,6
933,10,1200.0,116.09328915019671,5
933,10,1500.0,163.00560987838406,4
933,10,1800.0,235.02907964601823,3
933,10,2100.0,283.24315313166903,2
933,10,2400.0,325.8024319270654,1
934,3,300.0,56.63680097415019,11
934,3,600.0,119.72345679080277,10
934,3,900.0,137.7124451229095,9
934,3,1200.0,154.88432320005643,8
934,3,1500.0,155.13286093181588,7
934,3,1800.0,151.00301597147103,6
934,3,2100.0,154.54403711083137,5
934,3,2400.0,173.27389418523111,4
937,46,300.0,15.800828229722518,21
937,46,600.0,36.38758502584528,20
937,46,900.0,57.10442257998971,19
937,46,1200.0,70.18215388943591,18
937,46,1500.0,80.19070475456965,17
937,46,1800.0,97.33989339852783,16
937,46,2100.0,111.98817971286374,15
937,46,2400.0,132.07081520359242,14
941,12,300.0,28.467072500143505,130
941,12,600.0,56.50462082496097,129
941,12,900.0,83.61138934624822,128
941,12,1200.0,106.06131000833335,127
941,12,1500.0,129.32973356964652,126
941,12,1800.0,152.32424119210972,125
941,12,2100.0,173.77065091501976,124
941,12,2400.0,189.10354236104143,123
951,13,300.0,28.010853133170453,56
951,13,600.0,49.547189480557684,55
951,13,900.0,69.2666585723184,54
951,13,1200.0,89.68623071695868,53
951,13,1500.0,108.59325702683306,52
951,13,1800.0,129.24256249105738,51
951,13,2100.0,152.71098139520362,50
951,13,2400.0,171.24518779268845,49
952,6,300.0,35.23090404231226,10
952,6,600.0,51.8471290629457,9
952,6,900.0,69.1070583288539,8
952,6,1200.0,86.44555900994153,7
952,6,1500.0,70.84141258602683,6
952,6,1800.0,69.09578113320563,5
952,6,2100.0,59.289521131471844,4
952,6,2400.0,57.318178198500185,3
953,10,300.0,49.973868623478154,3
953,10,600.0,171.7921656024696,2
953,10,900.0,383.5844166206508,1
960,5,300.0,40.8784446836177,20
960,5,600.0,95.24787547725354,19
960,5,900.0,140.00745257729093,18
960,5,1200.0,178.9255517398309,17
960,5,1500.0,213.3164484512056,16
960,5,1800.0,255.64403515758158,15
960,5,2100.0,267.8217237368467,14
960,5,2400.0,292.58625582563093,13
961,3,300.0,83.52732811878909,9
961,3,600.0,186.53554123100295,8
961,3,900.0,331.3952064189086,7
961,3,1200.0,388.72352381684397,6
961,3,1500.0,451.29186724751105,5
961,3,1800.0,434.5465163974046,4
961,3,2100.0,330.11716921832726,3
961,3,2400.0,345.8586522382014,2
962,26,300.0,14.491361532871707,35
962,26,600.0,28.62811844448354,34
962,26,900.0,38.78087951419147,33
962,26,1200.0,50.38887451771153,32
962,26,1500.0,62.82978899693115,31
962,26,1800.0,74.05203182674819,30
962,26,2100.0,80.0977193484697,29
962,26,2400.0,84.10119175795106,28
967,16,300.0,22.65127682453394,19
967,16,600.0,46.63325319965399,18
967,16,900.0,66.4341151483444,17
967,16,1200.0,100.18048080998734,16
967,16,1500.0,128.7659168185279,15
967,16,1800.0,167.55200948835682,14
967,16,2100.0,208.8856293334066,13
967,16,2400.0,254.37044240780145,12
972,12,300.0,33.63364883793567,14
972,12,600.0,69.25174196953571,13
972,12,900.0,106.56326881393255,12
972,12,1200.0,127.23202693361287,11
972,12,1500.0,121.27389612625389,10
972,12,1800.0,130.2403486632806,9
972,12,2100.0,166.14269709655804,8
972,12,2400.0,222.3824295243442,7
973,26,300.0,28.15322314709698,2
973,26,600.0,33.90941743436558,1
978,46,300.0,14.28860083860928,26
978,46,600.0,28.28609308676153,25
978,46,900.0,44.22779517120003,24
978,46,1200.0,67.50699719519196,23
978,46,1500.0,90.0115883607859,22
978,46,1800.0,112.20338406743002,21
978,46,2100.0,136.348179434655,20
978,46,2400.0,162.38934545346373,19
979,3,300.0,79.91085221323749,14
979,3,600.0,153.76600039227543,13
979,3,900.0,220.52778554051596,12
979,3,1200.0,271.14168553648625,11
979,3,1500.0,360.0748058696445,10
979,3,1800.0,462.509540310395,9
979,3,2100.0,502.27750503427046,8
979,3,2400.0,562.6818449920786,7
987,7,300.0,39.06341948294987,40
987,7,600.0,85.53061703588769,39
987,7,900.0,143.501909379796,38
987,7,1200.0,191.2982846284417,37
987,7,1500.0,248.03793718035467,36
987,7,1800.0,311.9922978022424,35
987,7,2100.0,390.55679633557406,34
987,7,2400.0,461.12312666979676,33
988,6,300.0,36.22698915875033,25
988,6,600.0,72.47950473686542,24
988,6,900.0,99.64972572615656,23
988,6,1200.0,122.42385166962254,22
988,6,1500.0,148.58013023530853,21
988,6,1800.0,176.39491017848306,20
988,6,2100.0,197.1474866328956,19
988,6,2400.0,233.61400762721243,18
991,10,300.0,30.44229971579584,25
991,10,600.0,54.0677973029243,24
991,10,900.0,73.04426757784049,23
991,10,1200.0,84.49861385293504,22
991,10,1500.0,94.80903818870924,21
991,10,1800.0,107.93687423522356,20
991,10,2100.0,126.9211179622916,19
991,10,2400.0,144.9163679306799,18
998,5,300.0,44.40938691583027,20
998,5,600.0,85.9051832716827,19
998,5,900.0,143.0005391638864,18
998,5,1200.0,195.1102172178162,17
998,5,1500.0,246.9188050579811,16
998,5,1800.0,293.5923512004037,15
998,5,2100.0,324.2414001475076,14
998,5,2400.0,366.9377926671174,13
1001,3,300.0,58.922792087039696,5
1001,3,600.0,128.0803103212434,4
1001,3,900.0,133.963070611131,3
1001,3,1200.0,268.3003390446724,2
1001,3,1500.0,460.3104415709809,1
1006,7,300.0,38.67656946626865,125
1006,7,600.0,74.35745462415377,124
1006,7,900.0,107.78033727047301,123
1006,7,1200.0,144.94682160818536,122
1006,7,1500.0,179.21001313178547,121
1006,7,1800.0,210.2914678744202,120
1006,7,2100.0,237.65696560445213,119
1006,7,2400.0,254.83924182976895,118
1009,5,300.0,43.32342346364778,105
1009,5,600.0,91.07053854307024,104
1009,5,900.0,139.9643035024366,103
1009,5,1200.0,183.7134292276587,102
1009,5,1500.0,225.86972254013222,101
1009,5,1800.0,263.060238535943,100
1009,5,2100.0,297.9138184020553,99
1009,5,2400.0,328.17778850198727,98
1010,5,300.0,28.91168033137652,8
1010,5,600.0,55.84009910685258,7
1010,5,900.0,58.53512017119556,6
1010,5,1200.0,70.69330562130399,5
1010,5,1500.0,89.76075014903239,4
1010,5,1800.0,92.29112363105229,3
1010,5,2100.0,106.16470675270773,2
1010,5,2400.0,96.47692094327431,1
1011,3,300.0,104.78026284040007,4
1011,3,600.0,214.53263579107343,3
1011,3,900.0,171.7491039616737,2
1011,3,1200.0,268.5432381739997,1
1012,7,300.0,30.329540125075013,2
1012,7,600.0,33.653450022912594,1
1019,12,300.0,24.881975236970575,69
1019,12,600.0,48.74301456197804,68
1019,12,900.0,73.19122841974507,67
1019,12,1200.0,95.47982334721269,66
1019,12,1500.0,121.84992628314515,65
1019,12,1800.0,145.69764473165176,64
1019,12,2100.0,167.20512938195978,63
1019,12,2400.0,184.20266495358234,62
1024,13,300.0,23.389286219988637,42
1024,13,600.0,45.42510367296889,41
1024,13,900.0,64.63646509448475,40
1024,13,1200.0,87.44688500841846,39
1024,13,1500.0,109.75638121669121,38
1024,13,1800.0,126.43643587375745,37
1024,13,2100.0,145.49715736038542,36
1024,13,2400.0,165.57119135947843,35
1027,5,300.0,33.2459878474248,4
1027,5,600.0,38.96454468068572,3
1027,5,900.0,11.323799206440691,2
1027,5,1200.0,18.11441167044258,1
1030,7,300.0,34.624117705053465,19
1030,7,600.0,77.33964850511677,18
1030,7,900.0,126.27319537008407,17
1030,7,1200.0,193.14600527141516,16
1030,7,1500.0,258.8257616814925,15
1030,7,1800.0,334.69521058791645,14
1030,7,2100.0,403.48111186651147,13
1030,7,2400.0,494.63962260304237,12
1031,3,300.0,70.50438769234488,6
1031,3,600.0,141.81742230103532,5
1031,3,900.0,225.37921936055974,4
1031,3,1200.0,291.5586522814647,3
1031,3,1500.0,332.5522940274531,2
1031,3,1800.0,262.3717552377324,1
1039,12,300.0,25.154039556922697,84
1039,12,600.0,52.121608785614484,83
1039,12,900.0,79.6549291941819,82
1039,12,1200.0,106.81663643439529,81
1039,12,1500.0,133.72140875474582,80
1039,12,1800.0,157.26812319490884,79
1039,12,2100.0,176.4466034742615,78
1039,12,2400.0,189.41924202465836,77
1040,5,300.0,38.61928037032558,16
1040,5,600.0,52.47066966412042,15
1040,5,900.0,96.75712415850455,14
1040,5,1200.0,128.13902006318926,13
1040,5,1500.0,178.80553007474137,12
1040,5,1800.0,203.28465378118452,11
1040,5,2100.0,233.03413215433898,10
1040,5,2400.0,237.4635263672869,9
1043,13,300.0,25.884617299921555,13
1043,13,600.0,56.53479104738552,12
1043,13,900.0,99.611084240239,11
1043,13,1200.0,122.910363424964,10
1043,13,1500.0,151.94751584717733,9
1043,13,1800.0,184.2499288613689,8
1043,13,2100.0,226.5379931123429,7
1043,13,2400.0,276.9481562754808,6
1044,7,300.0,26.612373311601996,9
1044,7,600.0,85.89141642219684,8
1044,7,900.0,156.39314514355087,7
1044,7,1200.0,219.5216233033996,6
1044,7,1500.0,309.84551935255627,5
1044,7,1800.0,461.2643200582477,4
1044,7,2100.0,663.8663938344799,3
1044,7,2400.0,818.1118677966488,2
1053,5,300.0,47.8414392871054,14
1053,5,600.0,109.69186210736187,13
1053,5,900.0,198.49649873437318,12
1053,5,1200.0,294.90844654307125,11
1053,5,1500.0,407.4303917264294,10
1053,5,1800.0,552.9551126625553,9
1053,5,2100.0,734.9011019772516,8
1053,5,2400.0,905.1311635128437,7
1054,13,300.0,35.856506786756235,3
1054,13,600.0,61.50040601879225,2
1054,13,900.0,137.3224992816287,1
1056,16,300.0,25.522725240443833,56
1056,16,600.0,44.591654563028676,55
1056,16,900.0,60.3499626058383,54
1056,16,1200.0,70.83617564116129,53
1056,16,1500.0,79.12601864956225,52
1056,16,1800.0,89.927702807785,51
1056,16,2100.0,101.81142246401228,50
1056,16,2400.0,112.75550355076786,49
1057,14,300.0,23.116346269817527,3
1057,14,600.0,55.10235673621871,2
1057,14,900.0,73.00853565820965,1
1058,4,300.0,24.83632611786892,3
1058,4,600.0,68.44718140832309,2
1058,4,900.0,82.98189398805216,1
1061,7,300.0,36.04540648778762,9
1061,7,600.0,79.76474448626448,8
1061,7,900.0,118.25662562394574,7
1061,7,1200.0,137.9024473797027,6
1061,7,1500.0,150.21095693321507,5
1061,7,1800.0,217.65771326733991,4
1061,7,2100.0,269.4800871868404,3
1061,7,2400.0,391.21113783954354,2
1062,3,300.0,65.24777327817037,21
1062,3,600.0,145.60373342024093,20
